Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: R-Viihde Suomen Karaoke Kuningas Ja Kuningatar, address: Purpuripolku 3-5 D 67, Helsinki
Restaurant: Radio Helsinki, address: Töölönlahdenkatu 2, Helsinki
Restaurant: Radisson Blu Seaside Hotel, address: Ruoholahdenranta 3, Helsinki
Restaurant: Raffaello, address: Aleksanterinkatu 46, 00100 Helsinki
Restaurant: Rafla, address: Uudenmaankatu 9, 00120 Helsinki
Restaurant: Rain Hat, address: Uudenmaankatu 36 D 20, Helsinki
Restaurant: Ramona, address: Vanha Talvitie 10, 00580 Helsinki
Restaurant: Ranta-Aura, address: Vilhonvuorenkatu 12 B, 00580 Helsinki
Restaurant: Rastila Express, address: Meri-Rastilan tie 4, 00980 Helsinki
Restaurant: Rastila Pizzeria, address: Meri-Rastilantie 4, 08980 Helsinki
Restaurant: Rastilan Kartano, address: Karavaanikatu 4, 00980 Helsinki
Restaurant: Rastilan Pizza Kebab, address: Vuotie 3, 00980 Helsinki
Restaurant: Ravintola 91.1 Kumpulantie, address: Kumpulantie 7, 00520 Helsinki
Restaurant: Ravintola 91.1 Pulttitie, address: Pulttitie 1, 00880 Helsinki
Restaurant: Ravintola A-Hana, address: Palokoukunkuja 4, HELSINKI
Restaurant: Ravintola Aino, address: Pohjoisesplanadi 21, 00100 Helsinki
Restaurant: Ravintola Aito, address: Museokatu 29, 00100 Helsinki
Restaurant: Ravintola Alakerta, address: Telakkakatu 8, HELSINKI
Restaurant: Ravintola Albela, address: Lammaslammentie 9, Vantaa
Restaurant: Ravintola Alia, address: Mustikkamaankuja 1, 00570 Helsinki
Restaurant: Ravintola Amarin, address: Insinöörinkatu 2, 00880 Helsinki
Restaurant: Ravintola Amigo, address: Tehtaankatu 12, HELSINKI
Restaurant: Ravintola Arabianranta, address: Hämeentie 135 A, 00560 Helsinki
Restaurant: Ravintola Arizona, address: Castréninkatu 7, HELSINKI
Restaurant: Ravintola Arthur, address: Vuorikatu 19, 00100 Helsinki
Restaurant: Ravintola Aurinko, address: Yrttimaantie 26, 00730 Helsinki
Restaurant: Ravintola AVA, address: Valimotie 2, 00380 Helsinki
Restaurant: Ravintola Aviin, address: Lehtisaarentie 1, 00340 Helsinki
Restaurant: Ravintola Baker's, address: Mannerheimintie 12, HELSINKI
Restaurant: Ravintola Bar Nr 1, address: Laajaniityntie 2, Vantaa
Restaurant: Ravintola Bar Presidentti, address: Eteläinen Rautatiekatu 4, Helsinki
Restaurant: Ravintola Bar Socis, address: Kaivokatu 12, HELSINKI
Restaurant: Ravintola Baran, address: Hollantilaisentie 32, 00330 Helsinki
Restaurant: Ravintola Barcelona, address: Mikonkatu 2, Helsinki
Restaurant: Ravintola Barts, address: Pakilantie 11, 00630 Helsinki
Restaurant: Ravintola Basti's, address: Alvar Aallon katu 3, HELSINKI
Restaurant: Ravintola Beefy Queen Jambo, address: Pieni Roobertinkatu 13, HELSINKI
Restaurant: Ravintola Bistro Piratti, address: Gyldenintie 2, Helsinki
Restaurant: Ravintola Black Bird, address: Turunlinnantie 8, HELSINKI
Restaurant: Ravintola Blancco (Pasila), address: Ratamestarinkatu 6, 00520 Helsinki
Restaurant: Ravintola Blue Corner, address: Svinhufvudintie 1, HELSINKI
Restaurant: Ravintola Boothill, address: Lönnrotinkatu 25, HELSINKI
Restaurant: Ravintola Britannia, address: Vanhaistentie 1, HELSINKI
Restaurant: Ravintola Bullman, address: Fleminginkatu 21 B, HELSINKI
Restaurant: Ravintola Bumerang, address: Jakomäentie 24, HELSINKI
Restaurant: Ravintola Café Carusel, address: Merisatamanranta 10, HELSINKI
Restaurant: Ravintola Carelia, address: Mannerheimintie 56, HELSINKI
Restaurant: Ravintola Casa Mare, address: Gyldenintie 6, HELSINKI
Restaurant: Ravintola Cella, address: Fleminginkatu 15, HELSINKI
Restaurant: Ravintola Chaplin, address: Mannerheimintie 6, Helsinki
Restaurant: Ravintola Chau Chau, address: Koulumestarintie 15, 00680 Helsinki
Restaurant: Ravintola China, address: Annankatu 25, 00100 Helsinki
Restaurant: Ravintola ChinaKitchen, address: Näyttelijäntie 14, 00400 Helsinki
Restaurant: Ravintola Cin Cin, address: Pekankatu 5, HELSINKI
Restaurant: Ravintola Dacca, address: Itämerenkatu 16, 00180 Helsinki
Restaurant: Ravintola Danphe, address: Sturenkatu 32-34, HELSINKI
Restaurant: Ravintola Deli Chef, address: Kurjenkellonkuja 1 e 44, 00940 Helsinki
Restaurant: Ravintola Dogtori, address: Sompiontori 1, HELSINKI
Restaurant: Ravintola Domino, address: Ajurinaukio 5, HELSINKI
Restaurant: Ravintola East-West, address: Opastinsilta 6, HELSINKI
Restaurant: Ravintola Eerikinkulma, address: Eerikinkatu 28, HELSINKI
Restaurant: Ravintola Eliel, address: Rautatieasema Asema-aukio, 00100 Helsinki
Restaurant: Ravintola Elite, address: Eteläinen Hesperiankatu 22, HELSINKI
Restaurant: Ravintola Erätupa, address: Hiihtomäentie 38, 00800 Helsinki
Restaurant: Ravintola Family, address: Unioninkatu 39, 00900 Helsinki
Restaurant: Ravintola Fantasy Club, address: Visbynkuja 2, HELSINKI
Restaurant: Ravintola Fond, address: Munkkiniemen puistotie 25, 6.krs, 00330 Helsinki
Restaurant: Ravintola Fransmanni, address: Kluuvikatu 8, HELSINKI
Restaurant: Ravintola Fregatti, address: Valkopaadentie 1, 00980 Helsinki
Restaurant: Ravintola Frendi, address: Vanha Viertotie 10, HELSINKI
Restaurant: Ravintola Gatehouse, address: Komentosilta 1, 00980 Helsinki
Restaurant: Ravintola Gazal, address: Sörnäisten rantatie 10, 00530 Helsinki
Restaurant: Ravintola Golden Star Café Hartwall Areena, address: Areenankuja 1, HELSINKI
Restaurant: Ravintola Grande Grill, address: Aleksanterinkatu 15 B, HELSINKI
Restaurant: Ravintola Graniittilinna, address: Säästöpankinranta 6, HELSINKI
Restaurant: Ravintola Guang Dong, address: Neitsytpolku 10, 00140 Helsinki
Restaurant: Ravintola Gurans, address: Mannerheimintie 168B, 00300 Helsinki
Restaurant: Ravintola Gurkha, address: Hiihtäjantie 1, 00810 Helsinki
Restaurant: Ravintola Haaga Inn, address: Nuijamiestentie 10, 00320 Helsinki
Restaurant: Ravintola Hang Out 10, address: Mustalahdentie 4, Helsinki
Restaurant: Ravintola Hao Shi, address: Karvaamokuja 4, 00380 Helsinki
Restaurant: Ravintola Havanna, address: Kaisaniemenkatu 2, 00100 Helsinki
Restaurant: Ravintola Heinähattu Pub, address: Vaasankatu 23, HELSINKI
Restaurant: Ravintola Hemingway's, address: Kauppamiehentie 1, Espoo
Restaurant: Ravintola Henrik, address: Konalantie 6-8, Helsinki
Restaurant: Ravintola Hermannin Kukko, address: Hämeentie 81-83, HELSINKI
Restaurant: Ravintola Hilpeä Hauki, address: Vaasankatu 7, HELSINKI
Restaurant: Ravintola Hong Kong, address: Sallinkatu 3, 00260 Helsinki
Restaurant: Ravintola HSS Boathouse (kesäravintola), address: Liuskasaari, HELSINKI
Restaurant: Ravintola Huvipursi, address: Pursimiehenkatu 27, HELSINKI
Restaurant: Ravintola Höyrypannu, address: Vilhonkatu 13, 00101 Helsinki
Restaurant: Ravintola Ida, address: Ida Aalbergin tie 1, 00400 Helsinki
Restaurant: Ravintola Idän Piste, address: Turunlinnantie 14, HELSINKI
Restaurant: Ravintola Il Treno, address: Pallaksentie 4, HELSINKI
Restaurant: Ravintola Ilma, address: Karjalankatu 2 A 3, 00520 Helsinki
Restaurant: Ravintola Ilo, address: Konalankuja 1-3, 00390 Helsinki
Restaurant: Ravintola Iltakoulu, address: Vaasankatu 5, HELSINKI
Restaurant: Ravintola Ilves, address: Urho Kekkosen katu 4-6 D, 00100 Helsinki
Restaurant: Ravintola India Tandoor, address: Salomonkatu 19, HELSINKI
Restaurant: Ravintola Jun Tara, address: Fredrikinkatu 47, 00100 Helsinki
Restaurant: Ravintola Juttutupa, address: Säästöpankinranta 6, HELSINKI
Restaurant: Ravintola Ka-Shing, address: Lauttasaarentie 14, 00200 Helsinki
Restaurant: Ravintola Kadetti, address: Hollantilaisentie 11, 00330 Helsinki
Restaurant: Ravintola Kaisaniemi, address: Kaisaniementie 6, 00100 Helsinki
Restaurant: Ravintola Kaivohuone, address: Iso Puistotie 1, HELSINKI
Restaurant: Ravintola Kalevan Krouvi, address: Kalevankatu 51, HELSINKI
Restaurant: Ravintola Kappeli, address: Eteläesplanadi 1, HELSINKI
Restaurant: Ravintola Kapteenin Kajuutta, address: Koulutanhua 6, HELSINKI
Restaurant: Ravintola Karelia, address: Käpylänkuja 1, 00610 Helsinki
Restaurant: Ravintola Karhuministeri, address: Mannerheimintie 51, HELSINKI
Restaurant: Ravintola Karljohan, address: Yrjönkatu 21, HELSINKI
Restaurant: Ravintola Kartanon Kievari, address: Malminkartanonaukio 4, HELSINKI
Restaurant: Ravintola Katajanmarja, address: Linnakatu 9, 00160 Helsinki
Restaurant: Ravintola Katsomo, address: Kasarmikatu 46-48, 00130 Helsinki
Restaurant: Ravintola Kaunis Kampela, address: Lauttasaarentie 10, 00200 Helsinki
Restaurant: Ravintola Kellarikrouvi, address: Pohjoinen Makasiinikatu 6, HELSINKI
Restaurant: Ravintola Kokkipojat, address: Nuijamiestentie 5, 00400 Helsinki
Restaurant: Ravintola Kokomo Tikibar & Room, address: Uudenmaankatu 16-20 B, HELSINKI
Restaurant: Ravintola Kolmas Linja, address: Kolmas linja 6, HELSINKI
Restaurant: Ravintola Kolme Kaisaa, address: Hämeentie 29, HELSINKI
Restaurant: Ravintola Kolo, address: Fredrikinkatu 37, 00120 Helsinki
Restaurant: Ravintola Konja, address: Torikatu 4, HELSINKI
Restaurant: Ravintola Konja 1, address: Karhusuontie 75, Helsinki
Restaurant: Ravintola Konnichiwa, address: Pohjoinen Rautatiekatu 21, 00100 Helsinki
Restaurant: Ravintola Kontulan Kaari, address: Kontulankaari 1 a 46, 00940 Helsinki
Restaurant: Ravintola Kulosaaren Casino, address: Hopeasalmenpolku 1, HELSINKI
Restaurant: Ravintola Kulttuuritalo, address: Sturenkatu 4, 00510 Helsinki
Restaurant: Ravintola Kummisetä, address: Kastelholmantie 2, HELSINKI
Restaurant: Ravintola Kuntakallio, address: Toinen Linja 14, 00530 Helsinki
Restaurant: Ravintola Kuparilyhty, address: Svinhufvudintie 1, HELSINKI
Restaurant: Ravintola Kurjenlento, address: Fleminginkatu 11, HELSINKI
Restaurant: Ravintola Kurvitar, address: Hämeentie 58-60, HELSINKI
Restaurant: Ravintola Kustaa Vaasa, address: Vaasankatu 10, 00500 Helsinki
Restaurant: Ravintola Kuu, address: Töölönkatu 27, HELSINKI
Restaurant: Ravintola Kuudes Linja, address: Hämeentie 13, HELSINKI
Restaurant: Ravintola Käpygrilli, address: Osmontie 5, HELSINKI
Restaurant: Ravintola Laila, address: Karhulantie 13, 00910 Helsinki
Restaurant: Ravintola Laiska Karhu, address: Mechelininkatu 25, HELSINKI
Restaurant: Ravintola Las Vegas, address: Viides linja 8, HELSINKI
Restaurant: Ravintola Lasipalatsi, address: Mannerheimintie 22—24, 00100 Helsinki
Restaurant: Ravintola Lastu, address: Mannerheimintie 46, HELSINKI
Restaurant: Ravintola Laulumiehet, address: Hietaniemenkatu 2, 00100 Helsinki
Restaurant: Ravintola Leijona, address: Helsinginkatu 2, 00500 Helsinki
Restaurant: Ravintola Lepakkomies, address: Helsinginkatu 1, HELSINKI
Restaurant: Ravintola Linnanhenki, address: Linnanrakentajantie 7, HELSINKI
Restaurant: Ravintola Lobby Bar, address: Elielinaukio 5, HELSINKI
Restaurant: Ravintola Loimu, address: Mekaanikonkatu 7 C, 00880 Helsinki
Restaurant: Ravintola Loiste, address: Kaivokatu 3 A, 00100 Helsinki
Restaurant: Ravintola Long River, address: Isokaari 44, 00200 Helsinki
Restaurant: Ravintola Luft, address: Aleksis Kiven katu 30, HELSINKI
Restaurant: Ravintola Lusikka, address: Lapinlahdenkatu 9, 00180 Helsinki
Restaurant: Ravintola Lyon, address: Mannerheimintie 56, HELSINKI
Restaurant: Ravintola Lysti, address: Vattuniemenkatu 12, HELSINKI
Restaurant: Ravintola Lähde, address: Salpausseläntie 11, HELSINKI
Restaurant: Ravintola Lämpö, address: Kaasutehtaankatu 1, 00540 Helsinki
Restaurant: Ravintola Länkkäri, address: Kilpakuja 1, Vantaa
Restaurant: Ravintola Main Street Helsingin Jäähalli, address: Nordenskiöldinkatu 11-13, HELSINKI
Restaurant: Ravintola Maininki, address: Kallvikintie 44, 00980 Helsinki
Restaurant: Ravintola Makasiini Restaurant & Bar, address: Katajanokanlaituri 7, Helsinki
Restaurant: Ravintola Makasiini Restaurant &Bar, address: Katajanokanlaituri 7, HELSINKI
Restaurant: Ravintola Malmin Paratiisi, address: Hietakummuntie 16 a, 00700 Helsinki
Restaurant: Ravintola Mama's & Papa's, address: Runeberginkatu 55 B, Helsinki
Restaurant: Ravintola Manala, address: Museokatu 10, HELSINKI
Restaurant: Ravintola Meche, address: Mechelinikatu 13, 00100 Helsinki
Restaurant: Ravintola Mercur, address: Ruusulankatu 3-5, 00260 Helsinki
Restaurant: Ravintola Merelle, address: Eerikinkatu 2, 00100 Helsinki
Restaurant: Ravintola Meri Pub, address: Haapaniemenkatu 14 A, HELSINKI
Restaurant: Ravintola Meritorppa, address: Kalastajatorpantie 1, 00330 Helsinki
Restaurant: Ravintola Meritähti, address: Itämerenkatu 14 A 8, 00180 Helsinki
Restaurant: Ravintola Mero Nepal, address: Kutomotie 6 A, 00380 Helsinki
Restaurant: Ravintola Mestarikilta, address: Rahakamarinportti 3, HELSINKI
Restaurant: Ravintola Mestaritalli, address: Merikannontie 2, HELSINKI
Restaurant: Ravintola Mex-Ital, address: Mannerheimintie 53, 00250 Helsinki
Restaurant: Ravintola Mexi, address: Mannerheimintie 53, HELSINKI
Restaurant: Ravintola Miami, address: Yrttimaantie 26, 00740 Helsinki
Restaurant: Ravintola Minos, address: Urho Kekkosen katu 1 A, HELSINKI
Restaurant: Ravintola Mode, address: Viipurinkatu 18, Helsinki
Restaurant: Ravintola Moon Light, address: 3. linja 6, HELSINKI
Restaurant: Ravintola Morris, address: Hämeentie 10, HELSINKI
Restaurant: Ravintola Mr. Lau, address: Vihdintie 3-5, 00320 Helsinki
Restaurant: Ravintola Musta Hevonen, address: Vanha Viertotie 18, 00350 Helsinki
Restaurant: Ravintola Musta Härkä, address: Mäkelänkatu 52, HELSINKI
Restaurant: Ravintola Muusan Krouvi, address: Muusantori 5, HELSINKI
Restaurant: Ravintola Mäkikupla, address: Torkkelinkatu 2, 00500 Helsinki
Restaurant: Ravintola n:o 11, address: Pihlajatie 34, 00270 Helsinki
Restaurant: Ravintola Naab, address: kauppakartanonkatu 7 A 19, 00930 Helsinki
Restaurant: Ravintola Nan Hai, address: Huopalahdentie 13, 00330 Helsinki
Restaurant: Ravintola Nelmanni, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Ravintola New Parkstad, address: Puistolantori 6, HELSINKI
Restaurant: Ravintola Newlight, address: Kaivonkatsojantie 8, 00980 Helsinki
Restaurant: Ravintola Nilgiri, address: Kulmavuorenkatu 4, 00500 Helsinki
Restaurant: Ravintola NJK, address: Valkosaari, HELSINKI
Restaurant: Ravintola Nuevo, address: Sofiankatu 4, HELSINKI
Restaurant: Ravintola Nuori Messipoika, address: Maatullinaukio 10, HELSINKI
Restaurant: Ravintola Nyyrikin Iltatähti, address: Pohjolankatu 2, HELSINKI
Restaurant: Ravintola O'Malley's, address: Yrjönkatu 26, HELSINKI
Restaurant: Ravintola Oiva, address: Porthaninkatu 5, 00530 Helsinki
Restaurant: Ravintola Old Sophie, address: Koskelantie 9, 00610 Helsinki
Restaurant: Ravintola Olipa Kerran..., address: Albertinkatu 34, HELSINKI
Restaurant: Ravintola Olo, address: Pohjoisesplanadi 5, HELSINKI
Restaurant: Ravintola Olotila, address: Gunnel Nymanin katu 5, HELSINKI
Restaurant: Ravintola Om'Pu, address: Siltasaarenkatu 15, HELSINKI
Restaurant: Ravintola Oy Afrodite, address: ISO Roobertinkatu 28, Helsinki
Restaurant: Ravintola Pacius, address: Paciuksenkaari 14, 00270 Helsinki
Restaurant: Ravintola Painobaari, address: Sanomatalo Postikuja 2, HELSINKI
Restaurant: Ravintola Palace, address: Eteläranta 10, 00130 Helsinki
Restaurant: Ravintola Park Pub, address: Puistolantori 1, HELSINKI
Restaurant: Ravintola Parrilla Española, address: Eerikinkatu 4, HELSINKI
Restaurant: Ravintola Paussi, address: Viipurinkatu 14, HELSINKI
Restaurant: Ravintola Peach Garden, address: Hiihtäjäntie 1 B18, 00810 Helsinki
Restaurant: Ravintola Pelimanni, address: Puistolantori 4, HELSINKI
Restaurant: Ravintola Perho, address: Mechelininkatu 7, 00100 Helsinki
Restaurant: Ravintola Persilja, address: Tallbergin Puistotie 1, 00200 Helsinki
Restaurant: Ravintola Pianissimo, address: Vattuniemenkatu 23, 00210 Helsinki
Restaurant: Ravintola Piano 1, address: Karhusuontie 75, HELSINKI
Restaurant: Ravintola Piano1, address: Karhusuontie 75, 00780 Helsinki
Restaurant: Ravintola Piccolo Marinero, address: Kalkkihiekantie 2, HELSINKI
Restaurant: Ravintola Pihlajasaari, address: Pihlajasaari, 00150 Helsinki
Restaurant: Ravintola Pikku-Pelikaani, address: Meri-Rastilan kuja 2, HELSINKI
Restaurant: Ravintola Pikku-Vallila, address: Vallilantie 19, HELSINKI
Restaurant: Ravintola Pinetto, address: Kirkonkyläntie 47, HELSINKI
Restaurant: Ravintola Pinokkio, address: Konstaapelinkatu 4, Espoo
Restaurant: Ravintola Pintos, address: Lönnrotinkatu 41, 00180 Helsinki
Restaurant: Ravintola Pippuri, address: Huovitie 8, 00400 Helsinki
Restaurant: Ravintola Pirate, address: Vattuniemenranta 5, 00210 Helsinki
Restaurant: Ravintola Pizzeria Joksu, address: Kurkimäentie 17, 00940 Helsinki
Restaurant: Ravintola Pohjanpoika, address: Jakomäenkuja 4, HELSINKI
Restaurant: Ravintola Poiju, address: Jaalaranta 5, 00180 Helsinki
Restaurant: Ravintola Pompei, address: Snelmanninkatu 16, 00170 Helsinki
Restaurant: Ravintola Pompier, address: Albertinkatu 29, 00180 Helsinki
Restaurant: Ravintola Populus, address: Aleksis Kiven katu 22, HELSINKI
Restaurant: Ravintola Pormestari, address: Kielotie 13, Vantaa
Restaurant: Ravintola Port, address: Rahtarinkatu 1, 00980 Helsinki
Restaurant: Ravintola Postres, address: Eteläesplanadi 8, 00130 Helsinki
Restaurant: Ravintola Power Play Hartwall Areena, address: Areenankuja 1, HELSINKI
Restaurant: Ravintola Prankkari, address: Kaarlenkatu 1, HELSINKI
Restaurant: Ravintola Primula, address: Laivurinkatu 10, 00150 Helsinki
Restaurant: Ravintola Provinssi, address: Korvatunturintie 2, HELSINKI
Restaurant: Ravintola Pub Daire, address: Koroistentie 8, 00280 Helsinki
Restaurant: Ravintola Puisto, address: Pohjolankatu 38, 00610 Helsinki
Restaurant: Ravintola Puro, address: Malminrinne 6 E, 8. krs, 00100 Helsinki
Restaurant: Ravintola Pyysaari, address: Henrik Borgströmin polku 3, 00590 Helsinki
Restaurant: Ravintola Pääposti, address: Mannerheiminaukio 1 B, 00100 Helsinki
Restaurant: Ravintola Rafla, address: Uudenmaankatu 9, HELSINKI
Restaurant: Ravintola Rainbow, address: Ratavartijankatu 3, HELSINKI
Restaurant: Ravintola Ratakivi, address: Ratapihantie 11, 00520 Helsinki
Restaurant: Ravintola Revontuli, address: Kajaaninlinnantie 4, HELSINKI
Restaurant: Ravintola Ristorante daVinci, address: Mannerheimintie 22-24, HELSINKI
Restaurant: Ravintola Rixi Baari, address: Isokaari 24, 00200 Helsinki -
Restaurant: Ravintola Royal Club Helsingin Jäähalli, address: Nordenskiöldinkatu 11-13, HELSINKI
Restaurant: Ravintola Rubiini, address: Jousimiehentie 3, HELSINKI
Restaurant: Ravintola Ruiskumestari, address: Roihuvuorentie 10, HELSINKI
Restaurant: Ravintola Rumpu, address: Klaneettitie 10, 00420 Helsinki
Restaurant: Ravintola Ruokasali, address: Mechelininkatu 1a, 00180 Helsinki
Restaurant: Ravintola Rytmi, address: Toinen linja 2, HELSINKI
Restaurant: Ravintola Saaga, address: Bulevardi 34, 00120 Helsinki
Restaurant: Ravintola Saari, address: Sirpalesaari, HELSINKI
Restaurant: Ravintola Saaristo, address: Klippan, 00140 Helsinki
Restaurant: Ravintola Saba, address: Hämeentie 7, 00530 Helsinki
Restaurant: Ravintola Salpimienta, address: Fleminginkatu 7, 00530 Helsinki
Restaurant: Ravintola Sankari, address: Liiketie 4, HELSINKI
Restaurant: Ravintola Santa Fe, address: Aleksanterinkatu 15, 00100 Helsinki
Restaurant: Ravintola Santa Fé, address: Aleksanterinkatu 15, HELSINKI
Restaurant: Ravintola Saslik, address: Neitsytpolku 12, 00140 Helsinki
Restaurant: Ravintola Savotta, address: Aleksanterinkatu 22, 00100 Helsinki
Restaurant: Ravintola Savoy, address: Eteläesplanadi 14, HELSINKI
Restaurant: Ravintola Savu, address: Tervasaarenkannas 3, 00170 Helsinki
Restaurant: Ravintola Say Delicious, address: Kolmas linja 18, 00530 Helsinki
Restaurant: Ravintola Sea Horse, address: Kapteeninkatu 11, HELSINKI
Restaurant: Ravintola Seitsemän Veljestä, address: Aleksis Kiven Katu 80, HELSINKI
Restaurant: Ravintola Semifinal, address: Urho Kekkosen katu 6, HELSINKI
Restaurant: Ravintola Service Center, address: Satamakaari 35c, 00980 Helsinki
Restaurant: Ravintola Seurahuone Restaurang, address: Kaivokatu 12, HELSINKI
Restaurant: Ravintola Seurasaari, address: Seurasaari, 00250 Helsinki
Restaurant: Ravintola Sevilla, address: Eteläinen Rautatiekatu 4, Helsinki
Restaurant: Ravintola Shaker, address: Fredrikinkatu 65, HELSINKI
